drug_name,gene_name
GITOXIGENIN,SMAD3
CHEMBL:CHEMBL148831,NFE2L2
GW441756X,PKN2
CHEMBL:CHEMBL429095,TP53
EBSELEN,ALOX15
LOMOFUNGIN,THRB
ZERANOL,ESR1
CHEMBL:CHEMBL588683,BRCA1
"NITROFURANTOIN, MACROCRYSTALS",NFE2L2
PROCATEROL HYDROCHLORIDE,ADRB2
SB203580,GSK3B
HEMICHOLINIUM-3,ALDH1A1
BMS-182874,HSD17B10
AMPHOTERICIN B LIPOSOMAL,HSD17B10
CHEMBL:CHEMBL601968,EHMT2
CHEMBL:CHEMBL583558,EHMT2
CHEMBL:CHEMBL166486,HPGD
ITRACONAZOLE,MAPT
CHEMBL:CHEMBL1537417,PLK1
5-FLUOROINDOLE-2-CARBOXYLIC ACID,HSD17B10
DEQUALINIUM CHLORIDE,AR
BORIC ACID,ESR1
CHLORPYRAMIN HYDROCHLORIDE,PTK2
CYPROTERONE ACETATE,NFE2L2
HAEMATOXYLIN,MAPT
CARBENOXOLONE SODIUM,NFE2L2
CHEMBL:CHEMBL1308677,BRCA1
TYRPHOSTIN 51,FEN1
SANGUINARINE SULFATE,MAPT
CHEMBL:CHEMBL606166,GMNN
CHEMBL:CHEMBL312032,GMNN
ANGUSTIBALIN,GMNN
METHYLERGONOVINE MALEATE,CASP6
CHEMBL:CHEMBL1466186,SMAD3
GW5074,ALOX15
2-CHLOROADENOSINE,MAPK1
SARAFLOXACIN HYDROCHLORIDE,HSD17B10
DOCUSATE,VDR
MITOBRONITOL,AR
FLUAZINAM,VDR
RIMONABANT,AR
DIHYDROTANSHINONE I,MAPK14
AZD-1080,CDK5
SIMVASTATIN,TARDBP
ETIDRONIC ACID,CYP1A2
PHA-767491,PRKACA
LY-294002,NFKB1
BUSULFAN,CYP2D6
NAPROXEN SODIUM,CYP1A2
AMINACRINE HYDROCHLORIDE,NFE2L2
STILONIUM IODIDE,AR
ALISERTIB,KDR
DIENESTROL,ALOX15
IMMUNOTOXIN,GFAP
BENZBROMARONE,PLK1
AROTINOID ACID,GMNN
CHEMBL:CHEMBL117487,HDAC4
AMENTOFLAVONE,HPGD
FLUSPIRILENE,PPARD
ROTTLERIN,ALDH1A1
CHEMBL:CHEMBL602363,GMNN
PD-118057,KAT2A
KAMEBANIN,SMAD3
CHEMBL:CHEMBL406557,SMN1
CHEMBL:CHEMBL2095095,SMAD3
TRIAMTERENE,NFE2L2
CHEMBL:CHEMBL601744,EHMT2
CHEMBL:CHEMBL271165,CYP1A2
CHEMBL:CHEMBL175266,APEX1
SALICYLURIC ACID,HSD17B10
SB203580,CSNK1D
CYPATE,ITGB3
TRICLOSAN,SMAD3
BIX-01294,SMAD3
CHEMBL:CHEMBL1304363,HTT
GW7647,NR3C1
PIRAGLIATIN,GCK
SECRAMINE A,CDC42
PROPYLPYRAZOLETRIOL,CYP1A2
CHEMBL:CHEMBL136344,GAA
DIFLUNISAL,HSD17B10
HAEMATOXYLIN,HPGD
E232,NFE2L2
ANTHRALIN,ALDH1A1
METCONAZOLE,AR
BENZBROMARONE,GMNN
CHEMBL:CHEMBL1509103,RAD54L
CHEMBL:CHEMBL607253,ATXN2
PIPERTRAMINE AMIDE,CHRM2
INDIRUBIN-3'-MONOXIME,CYP2D6
TETRADECYLTHIOACETIC ACID,USP1
CHEMBL:CHEMBL602990,GMNN
BRONOPOL,EHMT2
INDIRUBIN-3'-MONOXIME,SMN2
APICIDIN,HDAC9
STICTIC ACID,CASP7
OXAPIUM IODIDE,AR
CHEMBL:CHEMBL444376,SMN2
CHEMBL:CHEMBL120806,HPGD
CHEMBL:CHEMBL538798,VDR
CHEMBL:CHEMBL429095,NFE2L2
CHEMBL:CHEMBL306147,AR
IODOCARB,AR
GENTIAN VIOLET CATION,ESR1
CINNARIZINE,TP53
MORIN,HSD17B10
2'-METHOXYFORMONETIN,HSD17B10
SIMETRIDE,NFE2L2
CHEMBL:CHEMBL1256689,EHMT2
CHEMBL:CHEMBL577365,PLK1
ALLETHRIN,AR
MALINAMIDE,NFE2L2
BARDOXOLONE METHYL,STAT3
HELIOMYCIN,MAPT
TUBASTATIN A,HDAC1
IDARUBICIN,PLK1
CHEMBL:CHEMBL119878,VDR
NANAOMYCIN,PLK1
LASALOCID A SODIUM,POLB
MOFEGILINE,MAOB
CHEMBL:CHEMBL1534034,FEN1
INDOMETHACIN,PTGES
VALRUBICIN,AR
MK-2206,AKT3
MI-503,KMT2A
1-NAPHTHYLISOTHIOCYANATE,HSD17B10
IPATASERTIB,STK11
FLUORESCEIN,APEX1
HAEMATOXYLIN,FGB
CARMINIC ACID,ATXN2
QUIFENADINE,AR
SIMVASTATIN,PLK1
EMBELIN,MAPT
TACEDINALINE,HDAC8
GERONTOXANTHONE I,SMAD3
SB 242084,ATXN2
CHEMBL:CHEMBL379975,MAP2K2
CHEMBL:CHEMBL599924,ATXN2
CHEMBL:CHEMBL600103,SMN2
PROPYLPARABEN,AR
CHEMBL:CHEMBL2095095,PTBP1
"2,6-DIMETHOXYQUINONE",PLK1
NICLOSAMIDE,SMN2
EMODIC ACID,POLB
GW5074,CYP1A2
CHEMBL:CHEMBL578257,FEN1
ALLOXAN,MAPT
CHEMBL:CHEMBL146525,GAA
CHEMBL:CHEMBL534535,PLK1
AZTREONAM,CYP1A2
AZD1480,JAK2
CENISERTIB,LYN
TEPOTINIB,MET
CABOZANTINIB S-MALATE,MET
TAK-733,MAP2K2
PF-04691502,PIK3C3
CHEMBL:CHEMBL601367,MAPT
X-82,FLT4
SORAFENIB,PDGFRB
SELUMETINIB,MAP2K1
PROMAZINE HYDROCHLORIDE,EHMT2
DINACICLIB,CDK1
DABRAFENIB,MAP2K6
NILOTINIB,PDGFRA
DIETHYLSTILBESTROL,WNT7A
NIFEDIPINE,ABCB1
EPIPODOPHYLLOTOXIN COMPOUND,ABCB1
PUROMYCIN,AGTR2
ANGIOGENESIS INHIBITOR,ANPEP
IL-10,ALK
DIETHYLSTILBESTROL,AMH
STAUROSPORINE,ANXA1
RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,APEX1
ANTIDEPRESSANT AGENT,APOE
STAUROSPORINE,APOE
RIBAVIRIN,BCL2
PILOCARPINE HYDROCHLORIDE,BDNF
FULVESTRANT,BDNF
RECOMBINANT TUMOR NECROSIS FACTOR FAMILY PROTEIN,BDNF
PD-98059,BGLAP
CITALOPRAM,GSK3B
MITOMYCIN,BRCA1
IH636 GRAPE SEED PROANTHOCYANIDIN EXTRACT,CALCA
RECOMBINANT FAS LIGAND,PRL
RECOMBINANT CD40-LIGAND,CDKN1B
PD-98059,CDKN1B
METHOTREXATE,CDKN1B
EPOETIN ALFA,CISH
OXYCODONE,CYP1A2
VINCRISTINE,CP
TETRANDRINE,CP
TOLMETIN SODIUM,PTGS1
ATROPINE,CYP19A1
O6-BENZYLGUANINE,CYP1A2
EXEMESTANE,CYP1B1
RECOMBINANT HEPATOCYTE GROWTH FACTOR,CYP2B6
SURAMIN,DDIT3
MANNITOL,DDIT3
NICOTINE POLACRILEX,DDIT3
PROTEASOME INHIBITOR,DDIT3
CHEMBL:CHEMBL1397308,MAPT
TIRATRICOL,NFE2L2
RALTITREXED,DHFR
METHOTREXATE,DHFR
FARNESYL TRANSFERASE INHIBITOR,DNMT1
CLOZAPINE,DRD2
PROPOFOL,ENO2
SODIUM BUTYRATE,ENO2
GEFITINIB,ERBB2
PD-98059,ERBB2
FLUOROURACIL,ERCC1
MPA,FAS
IL-18,FCGR3A
PUROMYCIN,FCGR3B
DEXTROAMPHETAMINE SULFATE,GFAP
ROFECOXIB,GHRL
EPIGALLOCATECHIN GALLATE,GJA1
THYROXINE,GSR
RECOMBINANT INTERLEUKIN-1,IL1R1
ACELLULAR DERMAL MATRIX,GSTP1
"BENZO(A)PYRENE-7,8-DIOL 9,10-EPOXIDE",GSTP1
EPOETIN ALFA,IL1R1
CYCLOOXYGENASE INHIBITOR,IL2
BECLOMETHASONE DIPROPIONATE,IL2RA
"1,4-DIMETHOXYANTHRAQUINONE",MAPT
DINITROCHLOROBENZENE,IL2RA
MEGESTROL ACETATE,IL2RA
DIDANOSINE,IL2RA
IONOMYCIN,CXCL8
BINETRAKIN,CXCL8
PRASTERONE,IRS1
FLUOROURACIL,ITGAL
STAUROSPORINE,ITGAL
THEOPHYLLINE,ITGAM
CISPLATIN,UBE2I
PANCREATIC PROTEOLYTIC ENZYMES,ITGB2
PENTOXIFYLLINE,ITGB2
SODIUM BUTYRATE,ITGB2
EPIGALLOCATECHIN GALLATE,KCNJ11
RHENIUM RE 186 ETIDRONATE,KLK3
TESTOSTERONE,LCAT
EPOETIN ALFA,LDLR
DEHYDRATED ALCOHOL,LIPC
PHOSPHATIDYLINOSITIDE 3-KINASE INHIBITOR,MAPK1
LEVODOPA,MAPK1
LEFLUNOMIDE,MMP1
RECOMBINANT CD40-LIGAND,MLANA
RETINOIC ACID AGENT,MMP2
IRINOTECAN HYDROCHLORIDE,MTHFR
RUBOXISTAURIN,F9
BRYOSTATIN 1,MYC
RETASPIMYCIN HYDROCHLORIDE,ALK
SELECTIVE ESTROGEN RECEPTOR MODULATOR,NFE2L2
TAMOXIFEN,NFE2L2
RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,NOS1
ENDOTHELIN RECEPTOR ANTAGONIST,NPY
VINCRISTINE,NRG1
RECOMBINANT HEREGULIN,NRG1
ASTEMIZOLE,AR
CHEMBL:CHEMBL428789,SMN1
MPA,PLA2G1B
BAY-11-7085,ATXN2
RANITIDINE HYDROCHLORIDE,PLA2G1B
DEHYDRATED ALCOHOL,POU5F1
DEHYDRATED ALCOHOL,PRKCD
FLUOROURACIL,PTPRC
CISPLATIN,ADH1C
SIROLIMUS,RPS6KB1
PRASTERONE,SLC2A4
ADENOVIRUS VECTOR,SLC2A4
STAUROSPORINE,SLC2A4
DEXTROAMPHETAMINE SULFATE,SLC6A3
CLOZAPINE,SRC
LIF,FCGR3A
PROGESTIN,STS
TETRACYCLINE,TAT
TAS-115,KDR
SANDOSTATIN,TGFB1
TOREMIFENE,TGFB1
PROXIBARBAL,MAOA
ADRIAMYCIN,XIAP
HALOFUGINONE,WT1
OSIMERTINIB,MET
AFATINIB,EGFR
FEXAGRATINIB,FGFR2
OSIMERTINIB,EGFR
"ANALOG 3 [VLATTAS ET AL., 1996]",BLMH
INFIGRATINIB,FGFR1
ESTROGENS,F5
IPILIMUMAB,CTLA4
LOSARTAN POTASSIUM,STK39
LITHIUM,CACNG2
VELTUZUMAB,MS4A1
CYANOPEPTOLIN SS,PRSS3
CHEMBL:CHEMBL1351908,NOD2
VITAMIN B2,EHMT2
VITAMIN E,TGFB1
RITUXIMAB,IL2
CARBIMAZOLE,HLA-B
CLOZAPINE,ABCG2
DAPHNORIN,TDP1
LITHIUM,ASIC2
CHEMBL:CHEMBL578905,ALDH1A1
NORTRIPTYLINE,AKT1
SERTRALINE HYDROCHLORIDE,REEP5
NORTRIPTYLINE,GRIK2
METHYLPHENIDATE HYDROCHLORIDE,DRD3
EMETINE,MTOR
METHYLPHENIDATE HYDROCHLORIDE,GRIN2B
NOREPINEPHRINE,ADRB1
CYTARABINE,TPMT
FLOXACILLIN,HLA-DQA1
BEPRIDIL,ABCB1
IDARUBICIN,ABCB1
CARVEDILOL,ABCB1
MINAPRINE,DRD2
SAR260301,F3
AMITRIPTYLINE HYDROCHLORIDE,RGS4
SUNITINIB,SLCO1B3
SUNITINIB,FLT4
PROPOFOL,HTR2A
FELODIPINE,NR3C2
MITOTANE,CYP2B6
OSPEMIFENE,CYP2B6
CEDIRANIB,FLT4
NIVOLUMAB,EGFR
NIVOLUMAB,ALK
PIRENZEPINE,CHRM1
CELECOXIB,CTNNB1
COMPOUND 28 [PMID: 18324760],ACE2
CELECOXIB,PPARG
USTEKINUMAB,TLR5
TEPOTINIB,MET
BEPRIDIL,CYP2D6
UPADACITINIB,CYP2D6
NOREPINEPHRINE,ADRA2A
N-DESMETHYLCLOZAPINE,CYP1A2
EFGARTIGIMOD ALFA,CHRNA7
PHENYTOIN SODIUM,MTHFR
INTERFERON ALFA-N1,IFNL3
TENOFOVIR DISOPROXIL FUMARATE,CYP24A1
CLOZAPINE,CYP1A1
MARAVIROC,CCR5
GANDOTINIB,JAK2
THIOTEPA,ALDH1A1
DEHYDROXYMETHYLEPOXYQUINOMICIN,RELA
ACENOCOUMAROL,CYP2C18
RIBAVIRIN,BCL2
RIBAVIRIN,FTO
PRAVASTATIN SODIUM,CACNA1S
PRAVASTATIN SODIUM,SLCO1B3
NOREPINEPHRINE,COMT
DANUGLIPRON,ALPL
AVELUMAB,CD274
ATEZOLIZUMAB,CD274
TICLOPIDINE,HLA-C
FLOXACILLIN,HLA-C
USTEKINUMAB,HLA-C
PHENYTOIN SODIUM,POU5F1
FORETINIB,MET
SPIRONOLACTONE,NOS3
GLESATINIB,MET
USTEKINUMAB,TNFRSF1B
CISPLATIN,BRCA2
ASPIRIN,THRA
NILOTINIB,ABL1
NILOTINIB,BCR
ALPELISIB,ESR1
PHENYTOIN SODIUM,PSORS1C1
VELPATASVIR,IFNL3
ASPIRIN,PPARG
ASPIRIN,F2R
DASATINIB ANHYDROUS,ABL1
ASPIRIN,GSTP1
FLOXACILLIN,HLA-A
IDARUBICIN,ADH1A
ONDANSETRON HYDROCHLORIDE,SLC6A4
NINTEDANIB ESYLATE,RET
TENOFOVIR,NME2
TENOFOVIR,AK4
DASATINIB ANHYDROUS,BCR
NEVIRAPINE,CYP1A2
TICLOPIDINE,HLA-A
PAMIDRONATE,TNFRSF11A
ARSENIC TRIOXIDE,PML
CUDC-101,ERBB2
PANOBINOSTAT,HDAC6
VALPROIC ACID,HDAC3
VALPROIC ACID,HDAC8
BELINOSTAT,HDAC8
VALPROIC ACID,HDAC9
VOLASERTIB,PML
XL228,IGF1R
ALFIMEPRASE,FGA
PYRILAMINE MALEATE,HRH1
VON WILLEBRAND FACTOR,F9
APOMORPHINE,DRD4
TRIPELENNAMINE HYDROCHLORIDE,HRH1
APREPITANT,TACR1
AZATADINE MALEATE,HRH1
BUCLIZINE HYDROCHLORIDE,HRH1
TRIAZOLAM,GABRA1
SELURAMPANEL,GRIA1
SELURAMPANEL,GRIA2
ORTICUMAB,OLR1
ETHOPROPAZINE HYDROCHLORIDE,CHRM1
ALPROSTADIL,PTGER2
ESMIRTAZAPINE,HTR2A
METHYSERGIDE MALEATE,HTR1A
METOCLOPRAMIDE HYDROCHLORIDE,DRD2
DEXTROMETHORPHAN HYDROBROMIDE,GRIN2A
TRIFLUOPERAZINE HYDROCHLORIDE,HTR2A
FOSTAMATINIB,SYK
THIORIDAZINE,HTR2C
LISINOPRIL ANHYDROUS,ACE2
TAVILERMIDE,NTRK1
MK-6913,ESR2
MM-111,ERBB3
1.ALPHA.-HYDROXYVITAMIN D5,VDR
TRIFLUOPERAZINE HYDROCHLORIDE,HTR2C
TAFLUPROST,PTGFR
MUPARFOSTAT,KDR
MUPARFOSTAT,FGFR1
DEXTROAMPHETAMINE ADIPATE,SLC6A3
SOMATROPIN (RECOMBINANT DNA ORIGIN),GHR
VALILTRAMIPROSATE,APP
TROFINETIDE,IGF1
NONACOG ALFA,F10
BOSUTINIB,SRC
PANOBINOSTAT,HDAC6
AMPHETAMINE ASPARTATE,SLC6A3
INTERFERON ALFA-2B,IFNAR2
DEFACTINIB,PTK2
UROFOLLITROPIN,FSHR
PONESIMOD,S1PR1
DEXAMETHASONE ACETATE,NR3C1
SAFINAMIDE,MAOB
FIRATEGRAST,ITGA4
PRAMLINTIDE,CALCR
HYDROCORTISONE BUTYRATE,NR3C1
TRANDOLAPRIL,ACE
ZANAMIVIR,XK
VALSARTAN,AGTR1
VARESPLADIB,PLA2G2A
DIENESTROL,ESR1
BUTABARBITAL,GRIA2
MIGLUSTAT,UGCG
CLIDINIUM,CHRM1
EPOETIN ALFA,EPOR
"ERGOLOID MESYLATES, USP",ADRA2A
AMLEXANOX,PDE4B
ESTAZOLAM,GABRA1
FLUMETHASONE PIVALATE,NR3C1
GOLIMUMAB,TNF
HALAZEPAM,GABRA1
ISOFLUROPHATE,BCHE
LIOTHYRONINE,THRB
MESORIDAZINE,HTR2A
MEPHOBARBITAL,GRIK2
METHYSERGIDE,HTR2A
MEPHOBARBITAL,GABRA1
METHIXENE,CHRM3
FULVESTRANT,ESR1
NICOTINE POLACRILEX,CHRNB2
THIETHYLPERAZINE,DRD4
TIROFIBAN,ITGA2B
ZOPICLONE,TSPO
TRIMETREXATE,DHFR
"ESTROGENS, CONJUGATED (USP)",ESR1
OSPEMIFENE,ESR2
DINOPROSTONE,PTGER2
DIMENHYDRINATE,HRH1
PERGOLIDE MESYLATE,DRD5
EPOETIN ALFA,EPOR
FELBAMATE,GRIN3A
FLUMETHASONE PIVALATE,NR3C1
ALFUZOSIN HYDROCHLORIDE,ADRA1A
PHENYLEPHRINE BITARTRATE,ADRA1A
GALANTAMINE,ACHE
HEXOBARBITAL,CHRNA7
CARVEDILOL,ADRA1D
LOFEXIDINE,ADRA2A
MESORIDAZINE,HTR2A
METHOXAMINE,ADRA1A
TOLAZOLINE HYDROCHLORIDE,ADRA1A
MEPHOBARBITAL,GRIK2
OLANZAPINE,CHRM2
OLANZAPINE,HTR2A
PINDOLOL,ADRB2
PROCATEROL,ADRB2
PROCHLORPERAZINE,HRH1
PERICIAZINE,ADRA1A
HT-0712,PDE4B
VIGABATRIN,ABAT
BELATACEPT,CD80
FOMEPIZOLE,ADH1A
EVORPACEPT,CD47
PI3K P110BETA/DELTA INHIBITOR KA2237,PIK3CG
SELITRECTINIB,NTRK1
KHK2455,IDO1
CPI-1205,EZH2
PRAZEPAM,GABRG3
ANTI-MET MONOCLONAL ANTIBODY MIXTURE SYM015,MET
PROPOFOL,GABRG3
UBROGEPANT,S100A12
SEVOFLURANE,GABRA3
SERLOPITANT,TACR1
VERUBECESTAT,BACE1
GAVILIMOMAB,BSG
INTERFERON GAMMA-1B,IFNGR2
MORICIZINE HYDROCHLORIDE,SCN9A
CRENEZUMAB,APP
PONESIMOD,S1PR1
FOSPHENYTOIN,SCN2A
RALINEPAG,PTGIR
GSK-3117391,HDAC9
TT-301,IL1B
NEBENTAN,EDNRA
ROMAZARIT,PPARA
FOSPHENYTOIN,SCN8A
DINOPROST,TBXA2R
SCH442416,ADORA2A
SEVOFLURANE,KCNK2
PHORBOL 12-MYRISTATE 13-ACETATE,TRPV4
SILTUXIMAB,IL6
RAGAGLITAZAR,PPARA
LENVATINIB MESYLATE,KDR
ROXINDOLE,DRD2
IBALIZUMAB,CD4
FADROZOLE,CYP19A1
TIPIRACIL HYDROCHLORIDE,TYMP
SOMATROPIN (RECOMBINANT DNA ORIGIN),GHR
EVODENOSON,ADORA2A
RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1,CCR2
EPTASTIGMINE,BCHE
PHENACEMIDE,XK
D-METHIONINE,METAP2
BMS-852927,NR1H2
PYRUVIC ACID,ABAT
METHOXYFLURANE,GABRA1
TUROFEXORATE ISOPROPYL,NR1H4
PEMIROLAST,HRH1
CALCIPOTRIENE,VDR
AEW-541,IGF1R
AST-487,RET
MESMULOGENE ANCOVACIVEC,IL2
MOTEXAFIN LUTETIUM,KLK3
MEQUITAZINE,HRH1
LUTROPIN ALFA,LHCGR
AGERAFENIB,EGFR
AGERAFENIB,RET
CARMOTEROL,ADRB2
ATIPRIMOD,STAT3
PALOMID-529,MTOR
IZORLISIB,PIK3R1
IBRITUMOMAB TIUXETAN,MS4A1
TRANDOLAPRIL,ACE
CYSTEAMINE HYDROCHLORIDE,SST
MK-0812,CCR2
KU-60019,ATM
PHA-793887,CDK4
SULCARDINE SULFATE,SLC25A20
PHA-793887,CDK17
(+)-JQ1,BRD4
SULCARDINE SULFATE,CALCA
TOPSALYSIN,KLK3
AMILOMOTIDE,APP
CR 1447,AR
THR-18,SERPINE1
PRINABEREL,ESR2
INIPARIB,PARP1
MT-3995,NR3C2
ANLOTINIB,KDR
BENTAMAPIMOD,MAPK9
AT-7519,CDK7
TRV-120027,AGTR1
RGB-286638,CDK1
DUPILUMAB,IL4R
DS-7423,MTOR
PATRITUMAB,ERBB3
RONICICLIB,CDK1
PERAMPANEL,GRIA4
MEDETOMIDINE,ADRA2A
METHIMAZOLE,TPO
SPIROGLUMIDE,CCKBR
PROSAVIN,DDC
RG7342,GRM5
POZIOTINIB,ERBB2
FORETINIB,MET
NADOFARAGENE FIRADENOVEC,IFNA2
POZIOTINIB,ERBB4
AUTOLOGOUS CD19 CAR-EXPRESSING CD4+/CD8+ T-CELLS MB-CART19.1,CD19
AUTOLOGOUS ANTI-CD19 CAR-EXPRESSING T-LYMPHOCYTES CLIC-1901,CD19
FESOTERODINE,CHRM1
AMINOSALICYLIC ACID,DHFR
FORETINIB,PDGFRA
AZIMILIDE,CALCA
EPLIVANSERIN FUMARATE,HTR2A
CHLORMETHIAZOLE,GABRG3
GANDOTINIB,JAK2
N-DESMETHYLCLOZAPINE,CHRM1
BERTILIMUMAB,CCL11
PARP INHIBITOR E7016,PARP1
NEFLAMAPIMOD,MAPK14
SURINABANT,CNR1
CAPMATINIB,MET
XL-999,FGFR3
SAMOTOLISIB,PIK3CD
BATEFENTEROL,ADRB2
SB-773812,HTR2A
ONO-2333MS,CRHR1
ASP7991,CASR
AZD1446,CHRNA4
DASOLAMPANEL,GRIA4
DASOLAMPANEL,GRIA3
CNS-5161,GRIN3B
OBETICHOLIC ACID,NR1H4
DARIGABAT,GABRG3
FLUMATINIB,ABL1
ORANTINIB,PDGFRA
BARBITURATE,GABRA1
MODAFINIL,ADRA1D
COBIMETINIB,MAP2K2
BERMEKIMAB,IL1A
ESZOPICLONE,TSPO
EMRICASAN,CASP7
APRICOXIB,PTGS2
RITUXIMAB,ERBB2
4-PHENYLBUTYRIC ACID,HDAC9
EMRICASAN,CASP2
EMRICASAN,CASP12
TANESPIMYCIN,HSP90AA1
LX2931,SGPL1
GANAXOLONE,GABRG3
ZURANOLONE,GABRG3
ECOPIPAM,DRD1
ATRELEUTON,ALOX5
BENZODEPA,CD28
ANACETRAPIB,CETP
CANDOXATRIL,MME
EPERISONE,CAV1
CARISBAMATE,XK
(S)-UH 301,A1BG
[3H]ROBALZOTAN,A1BG
"L-775,606",A2M
STX-100,ITGAV
BROMOCRIPTINE,HTR2C
KETANSERIN,HTR2C
SB 228357,HTR2C
LP-44,SERPINA3
CLOZAPINE,SERPINA3
XANOMELINE,SERPINA3
CAROTUXIMAB,ENG
ASCIMINIB,ABL1
ZIPRASIDONE,SERPINA3
BW B70C,CREB1
WP814,CACNA1S
PEXMETINIB,ABL2
PHENYLEPHRINE,ABCA4
RO-70-0004,ABCA4
XYLOMETAZOLINE,ABL1
NOREPINEPHRINE,ABL2
COMPOUND I3 [PMID: 23428964],ANPEP
IMARADENANT,ABAT
NAMODENOSON,ABCA1
CV-1808,ABCA1
COMPOUND 8A [PMID: 24900283],ASIC2
[DES-ARG10]KALLIDIN,ASIC1
CHROMAN 28,ASIC1
NPC 18565,ASIC1
"[HYP3,TYR(ME)8]BK",BDKRB2
RIBOSOMAL PROTEIN S19,ACACB
RPR121154,ACACB
COMPOUND 3 [PMID: 14640538],CPN1
"SQ-24,798",CYP27B1
MDX-210,ERBB2
VBY-825,FOS
[3H]L365260,CCKBR
[125I]CCL27 (HUMAN),CCR4
SIMUROSERTIB,EGR3
CLAZAKIZUMAB,IL6
BAMOCAFTOR,CFTR
PIROXICAM-BETA-CYCLODEXTRIN,CPT1B
PHENYLBUTAZONE,CPT1B
UROCORTIN 2,ALAS2
GOMILIXIMAB,FCER2
PLERIXAFOR,ACTG1
ABEMACICLIB,CDK4
CROZBACICLIB,CDK4
CDK4 INHIBITOR II,CDK4
R547,CDK4
PALBOCICLIB,EIF4EBP1
ATUVECICLIB,EIF4G1
COMPOUND 4D [PMID: 20655626],CPN1
ORDESEKIMAB,IL15
SULPIRIDE,ABCD1
(+)-S-14297,ABCD1
COMPOUND 34 [PMID: 24749861],EN2
JBJ-09-063,DXO
GSK343,EZH2
PD 174265,DXO
TUCATINIB,DXO
NE10790,BLVRA
COMPOUND 31 [PMID: 17963374],BLVRA
LY2077855,CRP
ZILTIVEKIMAB,FCGRT
COMPOUND 8H [PMID: 22765894],DPYSL2
TINENGOTINIB,DPYSL2
TASURGRATINIB,SLC26A3
PEXMETINIB,DRD1
COMPOUND 8H [PMID: 22765894],DRD3
PEXMETINIB,DRD3
BIMATOPROST (FREE ACID FORM),APOC2
L838417,GABRA1
FLUMAZENIL,GABRA1
ZK93426,ARNT
TBPS,ARNT
NNC-711,CD14
NBQX,GRIA3
LY233053,GRIN2B
HOMOQUINOLINIC ACID,GRIN2B
[3H]MDL105519,GRIN2B
ANUMIGILIMAB,DHFR
TRICHOSTATIN A,MSTN
LECANEMAB,APP
COMPOUND 3A [PMID: 21444206],ADH1C
COMPOUND 15 [PMID: 25313322],ADARB2
ISOXSUPRINE HYDROCHLORIDE,ADRA1D
ARN19874,CRK
FR181157,APOC3
BEZAFIBRATE,PPARD
MK-2461,DRD2
CABOZANTINIB S-MALATE,DRD2
CENISERTIB,DRD2
ZM-306416,DRD2
CIPROFIBRATE,PPARA
PRENYLAMINE,CALM1
XE991,AZF1
ABSCISIC ACID,HGF
BETAHISTINE,HRH1
CC-90011,GEM
TENOFOVIR ALAFENAMIDE,ERVW-4
BIIB-022,IGF1R
CORTICOTROPHIN-RELEASING HORMONE,ANG
PG-901,ANK1
IMC-3C5,FLT4
VEBRELTINIB,DRD4
[3H]LY341495,ANPEP
COMPOUND 4 [PMID: 21105727],SLC25A4
TB-403,PGF
MS432,MAP2K1
ZAPNOMETINIB,MAP2K1
PD-360324,CSF1
MEDI-6469,TNFRSF4
ADL5859,APOF
EWB-3-14,APOF
METHADONE HYDROCHLORIDE,APOF
[3H]CTOP,APOF
E2.3,TFRC
AM-6120,SCN9A
FARALIMOMAB,IFNA1
LY2087101,ATF4
AVAPRITINIB,PDGFRA
MELATONIN,MTNR1A
[ARG14LYS15]N/OFQ,APBA1
DIQUAFOSOL TETRASODIUM,P2RY1
MRS2279,APBB2
SURAMIN,APBB2
PHYSOSTIGMINE SALICYLATE,ACHE
ATP&GAMMA;S,APBB2
RP-52770,APLP2
AMLODIPINE BENZOATE,CACNA1S
LYS[Z(NO2)]-VAL,SLC15A2
ANDEXANET ALFA,TFPI
LINOLEIC ACID,CCND1
ROSIGLITAZONE,CCND1
PIK-III,F3
COMPOUND 27 [PMID: 35834807],F5
BARDOXOLONE METHYL,CCND1
GILMELISIB,F5
RV6153,F5
IDELALISIB,PIK3CB
PIK-108,F7
RV6153,PIK3CB
TG-100-115,PIK3CB
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",PIK3CB
AZELNIDIPINE,CACNA1S
ARI-3531,FXN
"[ALA1,12,AIB3,GLN10,HARG11,TRP14]PTH-(1-14)-NH2",XIAP
"[TRP23,TYR36]PTHRP-(1-36)-NH2 (HUMAN)",XIAP
INDUSATUMAB VEDOTIN,TUBB4B
"PTHRP-(7-34) (HUMAN, RAT, MOUSE)",XIAP
SRT-2104,SIRT1
CD2314,BCL2L1
COMPOUND 23 [PMID: 35816678],CX3CR1
ML290,APP
INSL3,APP
GNE-3511,CXADR
COMPOUND 23 [PMID: 35816678],CUX1
SB-747651A,CUX1
FLUOXETINE HYDROCHLORIDE,CD9
DOTHIEPIN,CD9
BIM 23197,FASLG
EDOTREOTIDE,FASLG
DOSTARLIMAB,PDCD1
IXAZOMIB,PSMD4
IXAZOMIB,PSMB8
TRU-015,MS4A1
ONO-8539,PTGER1
LUCITANIB,FGFR1
BAFETINIB,PDGFRB
PF-04457845,FAAH
