geneSymbol,diseaseName
TRNW,Alzheimer Disease
TRNM,Alzheimer Disease
TRNN,Alzheimer Disease
TRNF,Alzheimer Disease
TRNH,Alzheimer Disease
TRNA,Alzheimer Disease
TRNC,Alzheimer Disease
LEPR,Alzheimer Disease
TMBIM6,Alzheimer Disease
CCNY,Alzheimer Disease
PIP4K2B,Alzheimer Disease
PTH1R,Alzheimer Disease
TRNV,Alzheimer Disease
TRNS2,Alzheimer Disease
TRNS1,Alzheimer Disease
TRNR,Alzheimer Disease
TRNQ,Alzheimer Disease
TRNL1,Alzheimer Disease
TRNK,Alzheimer Disease
TRNG,Alzheimer Disease
ND6,Alzheimer Disease
ND3,Alzheimer Disease
ATP6,Alzheimer Disease
COG2,Alzheimer Disease
CYTB,Alzheimer Disease
HNF1A,Alzheimer Disease
CLPTM1L,Alzheimer Disease
LCT,Alzheimer Disease
LCN1,Alzheimer Disease
ZRSR2,Alzheimer Disease
LCAT,Alzheimer Disease
CFP,Alzheimer Disease
ARF1,Alzheimer Disease
KRT8,Alzheimer Disease
KLF5,Alzheimer Disease
KDR,Alzheimer Disease
GDF15,Alzheimer Disease
KCNJ11,Alzheimer Disease
JAG1,Alzheimer Disease
ITGA2B,Alzheimer Disease
ITGA2,Alzheimer Disease
IRS4,Alzheimer Disease
IRS2,Alzheimer Disease
ABCD1,Alzheimer Disease
INSIG1,Alzheimer Disease
SCAP,Alzheimer Disease
IL3,Alzheimer Disease
IL18R1,Alzheimer Disease
IL11,Alzheimer Disease
ABCC8,Alzheimer Disease
IGFBP6,Alzheimer Disease
IGFBP5,Alzheimer Disease
IGFBP4,Alzheimer Disease
IGFBP2,Alzheimer Disease
IGFBP1,Alzheimer Disease
IFNGR1,Alzheimer Disease
HPGD,Alzheimer Disease
HOXD13,Alzheimer Disease
HNF4A,Alzheimer Disease
HMGCS1,Alzheimer Disease
HLA-DRA,Alzheimer Disease
ANGPT4,Alzheimer Disease
GRPR,Alzheimer Disease
GRB2,Alzheimer Disease
ALPL,Alzheimer Disease
ALOX5AP,Alzheimer Disease
GHRHR,Alzheimer Disease
GHRH,Alzheimer Disease
GCM1,Alzheimer Disease
GCK,Alzheimer Disease
GATA1,Alzheimer Disease
GAD2,Alzheimer Disease
FTCD,Alzheimer Disease
FSHR,Alzheimer Disease
AKT1,Alzheimer Disease
FGFR3,Alzheimer Disease
FGFR2,Alzheimer Disease
FGFR1,Alzheimer Disease
FGF23,Alzheimer Disease
FGF2,Alzheimer Disease
FGF13,Alzheimer Disease
FGB,Alzheimer Disease
FGA,Alzheimer Disease
F7,Alzheimer Disease
F3,Alzheimer Disease
F10,Alzheimer Disease
AIF1,Alzheimer Disease
AGTR1,Alzheimer Disease
ENPP1,Alzheimer Disease
ELN,Alzheimer Disease
EGR3,Alzheimer Disease
EGR2,Alzheimer Disease
EFNA3,Alzheimer Disease
EDNRA,Alzheimer Disease
PPARGC1B,Alzheimer Disease
DXO,Alzheimer Disease
C12orf57,Alzheimer Disease
KIAA1462,Alzheimer Disease
CCDC22,Alzheimer Disease
DGAT1,Alzheimer Disease
ADRA1A,Alzheimer Disease
DAB2,Alzheimer Disease
CYP2C18,Alzheimer Disease
CYP26A1,Alzheimer Disease
CYP11B2,Alzheimer Disease
FAM63A,Alzheimer Disease
MTPAP,Alzheimer Disease
CTSS,Alzheimer Disease
CTSK,Alzheimer Disease
ADH1A,Alzheimer Disease
GPAM,Alzheimer Disease
CST8,Alzheimer Disease
CSPG4,Alzheimer Disease
CHMP2B,Alzheimer Disease
CSK,Alzheimer Disease
MALRD1,Alzheimer Disease
RRNAD1,Alzheimer Disease
ADIRF,Alzheimer Disease
ADIPOR2,Alzheimer Disease
ADIPOR1,Alzheimer Disease
SH3PXD2A,Alzheimer Disease
VKORC1,Alzheimer Disease
CREM,Alzheimer Disease
CREBBP,Alzheimer Disease
FOCAD,Alzheimer Disease
A2ML1,Alzheimer Disease
CPT1B,Alzheimer Disease
CPT1A,Alzheimer Disease
KEAP1,Alzheimer Disease
ALG10,Alzheimer Disease
CPE,Alzheimer Disease
COX10,Alzheimer Disease
COMP,Alzheimer Disease
COL6A1,Alzheimer Disease
COL6A2,Alzheimer Disease
COL1A1,Alzheimer Disease
COL11A2,Alzheimer Disease
CNTFR,Alzheimer Disease
TSPAN9,Alzheimer Disease
ADAM9,Alzheimer Disease
CCDC167,Alzheimer Disease
DAOA,Alzheimer Disease
ANKMY1,Alzheimer Disease
PHACTR2,Alzheimer Disease
PHF12,Alzheimer Disease
PDLIM1,Alzheimer Disease
KIAA1161,Alzheimer Disease
BRD8,Alzheimer Disease
SOCS1,Alzheimer Disease
EBF3,Alzheimer Disease
UBD,Alzheimer Disease
TFB2M,Alzheimer Disease
CEBPD,Alzheimer Disease
HINT2,Alzheimer Disease
CEBPA,Alzheimer Disease
P2RY12,Alzheimer Disease
VTI1B,Alzheimer Disease
VTI1A,Alzheimer Disease
TNMD,Alzheimer Disease
SIT1,Alzheimer Disease
CDH11,Alzheimer Disease
CD9,Alzheimer Disease
TFB1M,Alzheimer Disease
FRS3,Alzheimer Disease
POSTN,Alzheimer Disease
CD5L,Alzheimer Disease
GRIN3B,Alzheimer Disease
GRIN3A,Alzheimer Disease
ACTN3,Alzheimer Disease
TRIB3,Alzheimer Disease
LINC00687,Alzheimer Disease
PCNT,Alzheimer Disease
AQP10,Alzheimer Disease
CCR1,Alzheimer Disease
CCNI,Alzheimer Disease
PARD6A,Alzheimer Disease
CCND3,Alzheimer Disease
CHRFAM7A,Alzheimer Disease
ACAN,Alzheimer Disease
SNX5,Alzheimer Disease
CAPN10,Alzheimer Disease
CALCR,Alzheimer Disease
ELAC2,Alzheimer Disease
VWA7,Alzheimer Disease
CACNA1A,Alzheimer Disease
CA9,Alzheimer Disease
ADIPOQ,Alzheimer Disease
ATP8B4,Alzheimer Disease
TRAK2,Alzheimer Disease
MLXIPL,Alzheimer Disease
VWF,Alzheimer Disease
VGF,Alzheimer Disease
VAMP2,Alzheimer Disease
UCP3,Alzheimer Disease
UBE2I,Alzheimer Disease
UBA52P1,Alzheimer Disease
TRAF6,Alzheimer Disease
TRAF5,Alzheimer Disease
TRAF4,Alzheimer Disease
TRAF3,Alzheimer Disease
TRAF1,Alzheimer Disease
TPT1,Alzheimer Disease
TNXB,Alzheimer Disease
TNNI3,Alzheimer Disease
TNFSF11,Alzheimer Disease
TNFRSF11B,Alzheimer Disease
TNFRSF11A,Alzheimer Disease
TNFAIP3,Alzheimer Disease
TNFAIP2,Alzheimer Disease
THRB,Alzheimer Disease
THBD,Alzheimer Disease
TFF2,Alzheimer Disease
MLX,Alzheimer Disease
TCF7L2,Alzheimer Disease
TBXAS1,Alzheimer Disease
TBXA2R,Alzheimer Disease
TAF1,Alzheimer Disease
STX1A,Alzheimer Disease
BTN3A2,Alzheimer Disease
STAR,Alzheimer Disease
SSX1,Alzheimer Disease
SRF,Alzheimer Disease
SRD5A2,Alzheimer Disease
SPP1,Alzheimer Disease
SPARC,Alzheimer Disease
SOX3,Alzheimer Disease
SLC6A12,Alzheimer Disease
BRD2,Alzheimer Disease
SLC2A4,Alzheimer Disease
SLC27A2,Alzheimer Disease
SLC17A1,Alzheimer Disease
SHB,Alzheimer Disease
BMP7,Alzheimer Disease
SEMA4D,Alzheimer Disease
SEMA3A,Alzheimer Disease
SELE,Alzheimer Disease
BMP3,Alzheimer Disease
BMP1,Alzheimer Disease
CCL8,Alzheimer Disease
SCD,Alzheimer Disease
SAA1,Alzheimer Disease
SAA2,Alzheimer Disease
S100A6,Alzheimer Disease
RXRG,Alzheimer Disease
RXRB,Alzheimer Disease
RUNX2,Alzheimer Disease
BGLAP,Alzheimer Disease
BCR,Alzheimer Disease
RNR1,Alzheimer Disease
RNASEL,Alzheimer Disease
MOK,Alzheimer Disease
RARA,Alzheimer Disease
RARB,Alzheimer Disease
RARG,Alzheimer Disease
RBP4,Alzheimer Disease
PCED1B,Alzheimer Disease
PAX2,Alzheimer Disease
SASH1,Alzheimer Disease
TTLL7,Alzheimer Disease
BCL2L1,Alzheimer Disease
PRKG1,Alzheimer Disease
PPP3R1,Alzheimer Disease
PLTP,Alzheimer Disease
RFC1,Alzheimer Disease
PAFAH1B1,Alzheimer Disease
NFATC4,Alzheimer Disease
NCAM2,Alzheimer Disease
EXOC3L2,Alzheimer Disease
CCDC134,Alzheimer Disease
CALHM2,Alzheimer Disease
CALHM3,Alzheimer Disease
TRNL2,Alzheimer Disease
IL4R,Alzheimer Disease
MEFV,Alzheimer Disease
DRD5,Alzheimer Disease
DR1,Alzheimer Disease
DBH,Alzheimer Disease
ARL5B,Alzheimer Disease
CNTN5,Alzheimer Disease
BLOC1S3,Alzheimer Disease
ENTPD7,Alzheimer Disease
RGSL1,Alzheimer Disease
CASP7,Alzheimer Disease
PCDH15,Alzheimer Disease
MARK4,Alzheimer Disease
EML1,Alzheimer Disease
WBSCR17,Alzheimer Disease
PHF21A,Alzheimer Disease
LRRC39,Alzheimer Disease
AEN,Alzheimer Disease
DBT,Alzheimer Disease
RBFOX1,Alzheimer Disease
RYR2,Alzheimer Disease
TENM4,Alzheimer Disease
TRMT13,Alzheimer Disease
PTTG1,Alzheimer Disease
ANK1,Alzheimer Disease
IRX4,Alzheimer Disease
NDP,Alzheimer Disease
AMOT,Alzheimer Disease
DIAPH3,Alzheimer Disease
PLLP,Alzheimer Disease
ST3GAL1,Alzheimer Disease
GPR64,Alzheimer Disease
NHSL1,Alzheimer Disease
HIAT1,Alzheimer Disease
IL17B,Alzheimer Disease
MRPL11,Alzheimer Disease
GSG1L,Alzheimer Disease
COL22A1,Alzheimer Disease
CADPS,Alzheimer Disease
GLRA2,Alzheimer Disease
ARHGAP18,Alzheimer Disease
SPTLC1,Alzheimer Disease
MPHOSPH6,Alzheimer Disease
PRKCQ,Alzheimer Disease
BRMS1L,Alzheimer Disease
PIEZO2,Alzheimer Disease
C1orf174,Alzheimer Disease
CHORDC1,Alzheimer Disease
P3H2,Alzheimer Disease
APCDD1L,Alzheimer Disease
C3orf56,Alzheimer Disease
DCN,Alzheimer Disease
RTN1,Alzheimer Disease
FBLN2,Alzheimer Disease
PRICKLE2,Alzheimer Disease
SRSF12,Alzheimer Disease
OSBPL10,Alzheimer Disease
SLC35A3,Alzheimer Disease
SLC29A2,Alzheimer Disease
C3orf67,Alzheimer Disease
VPS13B,Alzheimer Disease
DGKH,Alzheimer Disease
C1orf168,Alzheimer Disease
COBL,Alzheimer Disease
CCDC175,Alzheimer Disease
TRPA1,Alzheimer Disease
GLI2,Alzheimer Disease
PPP1R2P9,Alzheimer Disease
CMYA5,Alzheimer Disease
C7orf65,Alzheimer Disease
C8orf48,Alzheimer Disease
HIF1AN,Alzheimer Disease
SAMD5,Alzheimer Disease
EDAR,Alzheimer Disease
ABCC9,Alzheimer Disease
YAP1,Alzheimer Disease
SLC44A5,Alzheimer Disease
CDC42EP3,Alzheimer Disease
NCR2,Alzheimer Disease
ADCY8,Alzheimer Disease
OSTF1,Alzheimer Disease
CUBN,Alzheimer Disease
DNAH11,Alzheimer Disease
PAK2,Alzheimer Disease
PDS5B,Alzheimer Disease
CLVS1,Alzheimer Disease
MGST3,Alzheimer Disease
GFRA2,Alzheimer Disease
FARP1,Alzheimer Disease
NME9,Alzheimer Disease
ELAVL2,Alzheimer Disease
UTS2B,Alzheimer Disease
C7orf72,Alzheimer Disease
NCAM1,Alzheimer Disease
SFTA1P,Alzheimer Disease
SLC2A9,Alzheimer Disease
NMU,Alzheimer Disease
KCNK12,Alzheimer Disease
FLJ45079,Alzheimer Disease
C3orf17,Alzheimer Disease
ZNF320,Alzheimer Disease
C10orf35,Alzheimer Disease
CYLC2,Alzheimer Disease
DIP2C,Alzheimer Disease
RIMBP2,Alzheimer Disease
DCHS2,Alzheimer Disease
ADAMTS9,Alzheimer Disease
MLN,Alzheimer Disease
FOXL1,Alzheimer Disease
ZNF532,Alzheimer Disease
SLC28A1,Alzheimer Disease
TBX3,Alzheimer Disease
SLC4A1AP,Alzheimer Disease
STK24,Alzheimer Disease
SHISA2,Alzheimer Disease
POLN,Alzheimer Disease
FAM49A,Alzheimer Disease
CNTNAP2,Alzheimer Disease
PGGT1B,"Multiple Sclerosis, Relapsing-Remitting"
OAS3,"Multiple Sclerosis, Relapsing-Remitting"
KLC1,"Multiple Sclerosis, Relapsing-Remitting"
IFNAR2,"Multiple Sclerosis, Relapsing-Remitting"
HLA-DQA1,"Multiple Sclerosis, Relapsing-Remitting"
HLA-DPB1,"Multiple Sclerosis, Relapsing-Remitting"
HLA-C,"Multiple Sclerosis, Relapsing-Remitting"
HLA-B,"Multiple Sclerosis, Relapsing-Remitting"
HLA-A,"Multiple Sclerosis, Relapsing-Remitting"
GPC5,"Multiple Sclerosis, Relapsing-Remitting"
ALOX5,"Multiple Sclerosis, Relapsing-Remitting"
BRINP1,"Multiple Sclerosis, Relapsing-Remitting"
HAPLN1,"Multiple Sclerosis, Relapsing-Remitting"
ADAR,"Multiple Sclerosis, Relapsing-Remitting"
ADAM10,"Multiple Sclerosis, Relapsing-Remitting"
CDC42,"Multiple Sclerosis, Relapsing-Remitting"
CD58,"Multiple Sclerosis, Relapsing-Remitting"
TGFB1,"Multiple Sclerosis, Relapsing-Remitting"
SYN3,"Multiple Sclerosis, Relapsing-Remitting"
STAT3,"Multiple Sclerosis, Relapsing-Remitting"
SLC1A2,"Multiple Sclerosis, Relapsing-Remitting"
ACKR1,Friedreich Ataxia
POLG,Friedreich Ataxia
VDR,Amyotrophic Lateral Sclerosis
PGF,Amyotrophic Lateral Sclerosis
PDGFB,Amyotrophic Lateral Sclerosis
NPPA,Amyotrophic Lateral Sclerosis
NOS3,Amyotrophic Lateral Sclerosis
NELL1,Amyotrophic Lateral Sclerosis
MMP3,Amyotrophic Lateral Sclerosis
MMP12,Amyotrophic Lateral Sclerosis
MMP1,Amyotrophic Lateral Sclerosis
MIF,Amyotrophic Lateral Sclerosis
MAN1A2,Amyotrophic Lateral Sclerosis
LTA,Amyotrophic Lateral Sclerosis
LPL,Amyotrophic Lateral Sclerosis
LPA,Amyotrophic Lateral Sclerosis
MACROD2,Amyotrophic Lateral Sclerosis
LEP,Amyotrophic Lateral Sclerosis
C7orf57,Amyotrophic Lateral Sclerosis
TYMP,Amyotrophic Lateral Sclerosis
LDLR,Amyotrophic Lateral Sclerosis
ITGB3,Amyotrophic Lateral Sclerosis
ITGA2,Amyotrophic Lateral Sclerosis
APOC3,Amyotrophic Lateral Sclerosis
INHBA,Amyotrophic Lateral Sclerosis
APOB,Amyotrophic Lateral Sclerosis
APOA4,Amyotrophic Lateral Sclerosis
IL18BP,Amyotrophic Lateral Sclerosis
ICAM1,Amyotrophic Lateral Sclerosis
HUS1,Amyotrophic Lateral Sclerosis
HPGD,Amyotrophic Lateral Sclerosis
ANK1,Amyotrophic Lateral Sclerosis
GNB3,Amyotrophic Lateral Sclerosis
GALNT1,Amyotrophic Lateral Sclerosis
FGB,Amyotrophic Lateral Sclerosis
F7,Amyotrophic Lateral Sclerosis
F5,Amyotrophic Lateral Sclerosis
F2,Amyotrophic Lateral Sclerosis
AGTR1,Amyotrophic Lateral Sclerosis
AGT,Amyotrophic Lateral Sclerosis
ZNF519,Amyotrophic Lateral Sclerosis
EXOC4,Amyotrophic Lateral Sclerosis
ADRB3,Amyotrophic Lateral Sclerosis
ADRB2,Amyotrophic Lateral Sclerosis
SUSD1,Amyotrophic Lateral Sclerosis
PPM1K,Amyotrophic Lateral Sclerosis
ADD1,Amyotrophic Lateral Sclerosis
GSTO2,Amyotrophic Lateral Sclerosis
SUN3,Amyotrophic Lateral Sclerosis
ARHGAP18,Amyotrophic Lateral Sclerosis
KIAA0226L,Amyotrophic Lateral Sclerosis
DCP1A,Amyotrophic Lateral Sclerosis
CETP,Amyotrophic Lateral Sclerosis
ROBO4,Amyotrophic Lateral Sclerosis
UPF2,Amyotrophic Lateral Sclerosis
ANGPTL4,Amyotrophic Lateral Sclerosis
ZFP64,Amyotrophic Lateral Sclerosis
CAV1,Amyotrophic Lateral Sclerosis
ACTR5,Amyotrophic Lateral Sclerosis
NLGN1,Amyotrophic Lateral Sclerosis
FBXO8,Amyotrophic Lateral Sclerosis
WNT10B,Amyotrophic Lateral Sclerosis
TXNRD1,Amyotrophic Lateral Sclerosis
TGFB1,Amyotrophic Lateral Sclerosis
STC1,Amyotrophic Lateral Sclerosis
STC2,Amyotrophic Lateral Sclerosis
RECK,Amyotrophic Lateral Sclerosis
SPP1,Amyotrophic Lateral Sclerosis
SELE,Amyotrophic Lateral Sclerosis
B4GALT6,Amyotrophic Lateral Sclerosis
CNTN4,Amyotrophic Lateral Sclerosis
CSNK1G3,Amyotrophic Lateral Sclerosis
DISC1,Amyotrophic Lateral Sclerosis
EFEMP1,Amyotrophic Lateral Sclerosis
NT5C1A,Amyotrophic Lateral Sclerosis
RBMS1,Amyotrophic Lateral Sclerosis
SCN7A,Amyotrophic Lateral Sclerosis
SELL,Amyotrophic Lateral Sclerosis
SEMA6A,Amyotrophic Lateral Sclerosis
SLC39A11,Amyotrophic Lateral Sclerosis
ZNF746,Amyotrophic Lateral Sclerosis
CDC42,Amyotrophic Lateral Sclerosis
FAM196A,Amyotrophic Lateral Sclerosis
FHDC1,Amyotrophic Lateral Sclerosis
PDZRN4,Amyotrophic Lateral Sclerosis
BTBD11,Amyotrophic Lateral Sclerosis
EOMES,Amyotrophic Lateral Sclerosis
GRIN2B,Amyotrophic Lateral Sclerosis
SATL1,Amyotrophic Lateral Sclerosis
SRGAP2,Amyotrophic Lateral Sclerosis
INTS4,Amyotrophic Lateral Sclerosis
KCNMA1,Amyotrophic Lateral Sclerosis
SLC1A7,Amyotrophic Lateral Sclerosis
FAM19A5,Amyotrophic Lateral Sclerosis
FMN2,Amyotrophic Lateral Sclerosis
RNF144A,Amyotrophic Lateral Sclerosis
OLFM4,Amyotrophic Lateral Sclerosis
HYPM,Amyotrophic Lateral Sclerosis
ELAVL2,Amyotrophic Lateral Sclerosis
ADAMTS14,Amyotrophic Lateral Sclerosis
POF1B,Amyotrophic Lateral Sclerosis
TPI1P2,Amyotrophic Lateral Sclerosis
GUCD1,Amyotrophic Lateral Sclerosis
SLCO4A1,Amyotrophic Lateral Sclerosis
LRRC4,Amyotrophic Lateral Sclerosis
FAM9B,Amyotrophic Lateral Sclerosis
CD1E,Amyotrophic Lateral Sclerosis
NKRF,Amyotrophic Lateral Sclerosis
SIPA1L2,Amyotrophic Lateral Sclerosis
PKHD1,Amyotrophic Lateral Sclerosis
IL1RAPL2,Amyotrophic Lateral Sclerosis
RBMS2,Amyotrophic Lateral Sclerosis
PER4,Amyotrophic Lateral Sclerosis
GRIK2,Amyotrophic Lateral Sclerosis
TAB3,Amyotrophic Lateral Sclerosis
CDC5L,Amyotrophic Lateral Sclerosis
C5orf38,Amyotrophic Lateral Sclerosis
CDCA7,Amyotrophic Lateral Sclerosis
ZNF385B,Amyotrophic Lateral Sclerosis
MPZL1,Amyotrophic Lateral Sclerosis
TMC3,Amyotrophic Lateral Sclerosis
RPA4,Amyotrophic Lateral Sclerosis
STAG2,Amyotrophic Lateral Sclerosis
UPF3A,Amyotrophic Lateral Sclerosis
CHAMP1,Amyotrophic Lateral Sclerosis
TNFSF11,Amyotrophic Lateral Sclerosis
ARSG,Amyotrophic Lateral Sclerosis
PDE4B,Amyotrophic Lateral Sclerosis
CNDP1,Amyotrophic Lateral Sclerosis
TCEA1,Amyotrophic Lateral Sclerosis
RNF14,Amyotrophic Lateral Sclerosis
RBFOX1,Amyotrophic Lateral Sclerosis
FOXF2,Amyotrophic Lateral Sclerosis
DMD,Amyotrophic Lateral Sclerosis
DLEU7,Amyotrophic Lateral Sclerosis
GUCY2EP,Amyotrophic Lateral Sclerosis
SHISA2,Amyotrophic Lateral Sclerosis
FLJ20021,Amyotrophic Lateral Sclerosis
TNFSF13B,Amyotrophic Lateral Sclerosis
EPB41L3,Amyotrophic Lateral Sclerosis
HAAO,Amyotrophic Lateral Sclerosis
TOX3,Amyotrophic Lateral Sclerosis
SHB,Amyotrophic Lateral Sclerosis
ADAMTS16,Amyotrophic Lateral Sclerosis
C5orf22,Amyotrophic Lateral Sclerosis
PDE10A,Amyotrophic Lateral Sclerosis
HS3ST3A1,Amyotrophic Lateral Sclerosis
NPBWR1,Amyotrophic Lateral Sclerosis
NCAM2,Amyotrophic Lateral Sclerosis
CYP1B1-AS1,Amyotrophic Lateral Sclerosis
SPTB,Amyotrophic Lateral Sclerosis
DPH6,Amyotrophic Lateral Sclerosis
MECOM,Amyotrophic Lateral Sclerosis
KLF3,Amyotrophic Lateral Sclerosis
SRGAP3,Amyotrophic Lateral Sclerosis
KIAA0586,Amyotrophic Lateral Sclerosis
ATP6AP1L,Amyotrophic Lateral Sclerosis
RD3,Amyotrophic Lateral Sclerosis
CDH10,Amyotrophic Lateral Sclerosis
GNAL,Amyotrophic Lateral Sclerosis
ELF5,Amyotrophic Lateral Sclerosis
YWHAZ,Amyotrophic Lateral Sclerosis
LRRTM1,Amyotrophic Lateral Sclerosis
BCAS1,Amyotrophic Lateral Sclerosis
RALB,Amyotrophic Lateral Sclerosis
TSHZ3,Amyotrophic Lateral Sclerosis
LAMA2,Amyotrophic Lateral Sclerosis
SSPO,Amyotrophic Lateral Sclerosis
RUFY1,Amyotrophic Lateral Sclerosis
WDR93,Amyotrophic Lateral Sclerosis
PEX11A,Amyotrophic Lateral Sclerosis
DLGAP1,Amyotrophic Lateral Sclerosis
MYLIP,Amyotrophic Lateral Sclerosis
ZNF496,Amyotrophic Lateral Sclerosis
CUBN,Amyotrophic Lateral Sclerosis
KCNIP4,Amyotrophic Lateral Sclerosis
C2CD4A,Amyotrophic Lateral Sclerosis
HCCAT5,Amyotrophic Lateral Sclerosis
OTOA,Amyotrophic Lateral Sclerosis
MSX2,Amyotrophic Lateral Sclerosis
DEFB112,Amyotrophic Lateral Sclerosis
PNPT1,Amyotrophic Lateral Sclerosis
MORN2,Amyotrophic Lateral Sclerosis
COMMD10,Amyotrophic Lateral Sclerosis
LINC01550,Amyotrophic Lateral Sclerosis
C1orf115,Amyotrophic Lateral Sclerosis
NOX4,Amyotrophic Lateral Sclerosis
CTDP1,Amyotrophic Lateral Sclerosis
TIAM1,Amyotrophic Lateral Sclerosis
C4orf36,Amyotrophic Lateral Sclerosis
OR52K3P,Amyotrophic Lateral Sclerosis
MSX1,Multiple System Atrophy
MCPH1,Multiple System Atrophy
ETV6,Multiple System Atrophy
PPP1R14C,Multiple System Atrophy
IL6,Multiple System Atrophy
TGFB1,Multiple System Atrophy
KCNH7,"Parkinson Disease, Secondary"
TNF,"Multiple Sclerosis, Chronic Progressive"
SYN3,"Multiple Sclerosis, Chronic Progressive"
DMPK,Spinocerebellar Ataxias
SCA18,Spinocerebellar Ataxias
TRNL1,Spinocerebellar Ataxias
TRNK,Spinocerebellar Ataxias
ND1,Spinocerebellar Ataxias
ATP8,Spinocerebellar Ataxias
COX2,Spinocerebellar Ataxias
ATP6V1G2,SPINOCEREBELLAR ATAXIA 1
MEFV,Creutzfeldt-Jakob Syndrome
IL7,Creutzfeldt-Jakob Syndrome
PDCL3,Creutzfeldt-Jakob Syndrome
PKNOX2,Creutzfeldt-Jakob Syndrome
TSPAN8,Creutzfeldt-Jakob Syndrome
GC,Parkinson Disease
FUT2,Parkinson Disease
DRD5,Parkinson Disease
CYP27A1,Parkinson Disease
CYP1A1,Parkinson Disease
CTSD,Parkinson Disease
CSF1R,Parkinson Disease
CRYZ,Parkinson Disease
C3,Parkinson Disease
CFB,Parkinson Disease
ATXN1,Parkinson Disease
ALDH2,Parkinson Disease
ADH4,Parkinson Disease
ADH1A,Parkinson Disease
A2M,Parkinson Disease
SYN1,Parkinson Disease
SHH,Parkinson Disease
PHOX2B,Parkinson Disease
NEFM,Parkinson Disease
MMP3,Parkinson Disease
MMP1,Parkinson Disease
IL2,Parkinson Disease
HSPA1B,Parkinson Disease
TNFRSF1A,Parkinson Disease
AMY2A,Parkinson Disease
HSPA1L,Parkinson Disease
ADRA1A,Parkinson Disease
ADRA2A,Parkinson Disease
CD14,Parkinson Disease
POMC,Parkinson Disease
CFH,Parkinson Disease
RAC2,Parkinson Disease
BAX,Parkinson Disease
BAD,Parkinson Disease
PPP3CA,Parkinson Disease
B2M,Parkinson Disease
PLXNA2,Parkinson Disease
PDXK,Parkinson Disease
NOS3,Parkinson Disease
NBN,Parkinson Disease
MSX1,Parkinson Disease
MRAS,Parkinson Disease
ARNT,Parkinson Disease
MC1R,Parkinson Disease
TPRG1,Parkinson Disease
ATXN8,Parkinson Disease
TRNY,Parkinson Disease
TRNP,Parkinson Disease
TRNW,Parkinson Disease
TRNM,Parkinson Disease
TRNN,Parkinson Disease
TRNF,Parkinson Disease
TRNH,Parkinson Disease
TRNA,Parkinson Disease
TRNC,Parkinson Disease
STAP1,Parkinson Disease
TRNV,Parkinson Disease
TRNS2,Parkinson Disease
TRNS1,Parkinson Disease
TRNR,Parkinson Disease
TRNQ,Parkinson Disease
TRNL1,Parkinson Disease
TRNK,Parkinson Disease
TRNG,Parkinson Disease
ND6,Parkinson Disease
ATP8,Parkinson Disease
ND4L,Parkinson Disease
CYTB,Parkinson Disease
COX3,Parkinson Disease
CHP1,Parkinson Disease
ITGB2,Parkinson Disease
STH,Parkinson Disease
IL4,Parkinson Disease
NOD2,Parkinson Disease
HTR2C,Parkinson Disease
HSPA5,Parkinson Disease
HRH1,Parkinson Disease
HIST1H1C,Parkinson Disease
GNAI3,Parkinson Disease
FCER2,Parkinson Disease
FARP1,Parkinson Disease
EPHB2,Parkinson Disease
EPHB1,Parkinson Disease
EPHA4,Parkinson Disease
EN2,Parkinson Disease
EN1,Parkinson Disease
EFNA5,Parkinson Disease
DLG2,Parkinson Disease
DECR1,Parkinson Disease
DCC,Parkinson Disease
ADORA2A,Parkinson Disease
CYP19A1,Parkinson Disease
CR2,Parkinson Disease
NTNG1,Parkinson Disease
TRAPPC4,Parkinson Disease
SRGAP3,Parkinson Disease
AAK1,Parkinson Disease
TFB2M,Parkinson Disease
RNF41,Parkinson Disease
TRPM7,Parkinson Disease
HOMER1,Parkinson Disease
CDC42,Parkinson Disease
NEGR1,Parkinson Disease
RRAS2,Parkinson Disease
TFB1M,Parkinson Disease
COLGALT2,Parkinson Disease
PAK4,Parkinson Disease
PAK7,Parkinson Disease
CBS,Parkinson Disease
CAPN2,Parkinson Disease
HDAC6,Parkinson Disease
NEUROG2,Parkinson Disease
ULK2,Parkinson Disease
RNF114,Parkinson Disease
TARDBP,Parkinson Disease
SLIT3,Parkinson Disease
RNR1,Parkinson Disease
BMP4,Parkinson Disease
CRHR1-IT1,Parkinson Disease
ISM1,Parkinson Disease
CNNM2,Parkinson Disease
CYP17A1,Parkinson Disease
ITGA8,Parkinson Disease
MMRN1,Parkinson Disease
PM20D1,Parkinson Disease
SFXN2,Parkinson Disease
SLC45A3,Parkinson Disease
STBD1,Parkinson Disease
PLEKHM1,Parkinson Disease
TAS1R2,Parkinson Disease
OTX2,Parkinson Disease
AOC1,Parkinson Disease
NFE2L2,Parkinson Disease
MTHFD1,Parkinson Disease
MIR133A1,Parkinson Disease
MIR133A2,Parkinson Disease
IL1RN,Parkinson Disease
TRNL2,Parkinson Disease
GRIN1,Parkinson Disease
HLA-DQA1,Parkinson Disease
CST3,Parkinson Disease
KEAP1,Parkinson Disease
ACMSD,Parkinson Disease
SYT11,Parkinson Disease
HIP1R,Parkinson Disease
STK39,Parkinson Disease
FTMT,Parkinson Disease
UBQLN1,Parkinson Disease
RNR2,Parkinson Disease
C17orf51,Parkinson Disease
CDH8,Parkinson Disease
AXIN1,Parkinson Disease
PPEF1,Parkinson Disease
